Consent,GBeliefs_1,GBeliefs_2,GBeliefs_3,Global_1,Global_2,Global_3,Global_4,Global_5,Gutt1,Gutt2,Gutt3,Gutt4,Gutt5,Attain_1,Attain_10,Attain_11,Attain_12,Attain_13,Attain_2,Attain_3,Attain_4,Attain_5,Attain_6,Attain_7,Attain_8,Attain_9,CostX_1,CostX_2,CostX_3,CostX_4,CostX_5,CostX_6,CostX_7,CostX_8,CostX_9,CostX_10,CostX_11,CostX_12,CostX_13,DifficultyX_1,DifficultyX_2,DifficultyX_3,DifficultyX_4,DifficultyX_5,DifficultyX_6,DifficultyX_7,DifficultyX_8,DifficultyX_9,GoalX_1,GoalX_2,GoalX_3,GoalX_4,GoalX_5,GoalX_6,GoalX_7,GoalX_8,GoalX_9,GoalX_10,GoalX_11,GoalX_12,GoalX_13,Expectancy_1,Expectancy_2,Expectancy_3,Expectancy_4,Expectancy_5,Expectancy_6,IntEnj_1,IntEnj_2,IntEnj_3,IntEnj_4,IntEnj_5,IntEnj_6,IntEnj_7,IntEnj_8,IntEnj_9,Utility_1,Utility_10,Utility_11,Utility_2,Utility_3,Utility_4,Utility_5,Utility_6,Utility_7,Utility_8,Utility_9,AcadSCX_1,AcadSCX_2,AcadSCX_3,AcadSCX_4,AcadSCX_5,AcadSCX_6,AcadSCX_7,AcadSCX_8,AcadSCX_9,AcadSCX_10,AcadSCX_11,AcadSCX_12,AcadSCX_13,AcadSCX_14,Gender,Gender_TEXT,Age,Hispanic_Latino_Spanish,Race_Origin,Race_Origin_TEXT,Language,Language_TEXT,Student,Student_TEXT,Taking_Class,Taking_Class_TEXT,STAT_Successful?,Successful_Where,No?,No?_TEXT,First_Gen?,Grade_Course,College_GPA?,College_GPA,College_GPA_Max,HS_GPA,HS_GPA_Max,Major1_1,Major1.1,Major2_1,Major2.1,Minor1_1,Minor1.1,Minor2_1,Minor2.1,RandomID
Yes: I agree to participate AND am 18 years or older,Somewhat Agree,Agree,Disagree,Below Average,Below Average,Average,Little Confidence,Not At All Likely,Employers place no value on me knowing statistics.,Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will occasionally use statistics in the future.,2,5,2,2,2,2,2,3,2,2,2,2,2,1,2,3,3,2,3,2,2,2,2,2,2,2,6,5,6,5,6,6,5,6,6,2,2,2,3,2,4,5,2,2,2,2,2,3,3,5,5,5,5,6,2,1,2,2,1,2,1,2,2,2,3,5,2,3,3,3,5,3,5,2,6,5,3,5,6,5,5,5,5,5,6,6,5,6,Man,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.,Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,English,,Freshman (First Year),,If fulfills a general education requirement.,,Yes,High School non-AP,,,Yes,C,No,,,3.8,5,"Communication, Journalism, and Related Programs",,None - I do not have a second major.,,Political Science,,None - I do not have a minor.,,97eab5675b
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Somewhat Agree,Neither Agree Nor Disagree,Average,Average,Very Little,Not At All Confident,Not At All Likely,"Employers would like it if I knew statistics, but it is not required.",Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will rarely use statistics in the future.,6,7,5,5,5,2,5,2,6,6,5,5,2,2,6,2,2,2,5,3,2,2,2,3,2,2,6,6,6,6,3,6,5,6,6,2,2,2,6,2,2,3,2,2,3,2,2,2,2,3,6,2,2,5,1,2,2,2,2,2,3,2,3,2,2,4,2,2,5,3,3,3,3,2,3,5,5,2,2,2,3,3,2,6,3,6,2,2,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,It is required by my major.,,No,,I have never taken a statistics course.,,Yes,B,No,,,4.5,5.5,Other (Please Specify),Pre-Law,,,,,,,ed2bfff32e
Yes: I agree to participate AND am 18 years or older,Somewhat Agree,Somewhat Agree,Disagree,Average,Poor,Very Little,Very Little Confidence,Not At All Likely,Employers place no value on me knowing statistics.,Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I see no reason to study statistics.,I will rarely use statistics in the future.,7,7,3,5,4,4,7,1,4,3,3,7,3,1,3,3,4,1,3,4,3,4,1,1,1,2,6,6,5,7,5,6,7,7,5,7,5,1,3,4,4,7,7,1,5,5,7,7,3,5,3,7,7,7,1,3,1,1,1,1,4,1,1,2,5,1,3,1,4,3,5,5,2,4,3,5,2,6,3,3,3,7,3,3,1,6,2,1,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,"English,Other language(s):",Khmer,Freshman (First Year),,"It is required by my major.,If fulfills a general education requirement.",,Yes,High School non-AP,,,Yes,C,No,,,4,4,Political Science,,None - I do not have a second major.,,Other (Please Specify),International Studies,,,6815f055bd
Yes: I agree to participate AND am 18 years or older,Disagree,Somewhat Agree,Somewhat Disagree,Very Well,Above Average,Less Than Average,Little Confidence,Unlikely,Employers care a little bit if I know statistics.,Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I am beginning to see why I should study statistics.,I will occasionally use statistics in the future.,7,7,5,6,6,6,7,3,6,7,6,6,5,4,6,4,5,3,7,6,5,6,4,4,3,6,5,6,6,6,2,6,6,5,6,4,2,2,6,4,5,6,6,4,5,2,6,6,5,5,6,5,3,4,1,4,4,5,3,4,3,4,6,2,6,6,2,4,5,5,6,3,5,5,4,5,6,6,5,5,6,6,5,6,6,6,5,2,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,"It is required by my major.,If fulfills a general education requirement.",,No,,I have never taken a statistics course.,,No,A or B (not sure which one),No,,,3.8,5,Other (Please Specify),International Studies,None - I do not have a second major.,,Political Science,,Philosophy and Religious Studies,,36f2e7ac80
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Strongly Agree,Disagree,Well,Average,Very Little,Fairly Confident,Fairly Unlikely,Employers expect that I know statistics.,Most people in my desired career field use statistics.,I plan to use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,6,6,6,6,6,5,6,3,7,7,6,3,3,4,5,6,5,3,6,6,5,6,4,4,5,5,7,5,5,4,5,5,5,2,5,6,1,1,6,7,5,4,3,6,2,2,2,5,5,5,7,6,5,5,3,5,3,3,5,6,3,5,6,2,4,6,3,3,5,3,7,7,6,7,7,7,6,6,3,6,7,6,6,7,6,7,6,5,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,It is required by my major.,,No,,I have never taken a statistics course.,,No,A or B (not sure which one),No,,,4.2,5,Political Science,,Other (Please Specify),Journalism,"Foreign Languages, Literatures, and Linguistics",,,,18944e639d
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Average,Average,Less Than Average,Some Confidence,Fairly Unlikely,"Employers would like it if I knew statistics, but it is not required.",Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will occasionally use statistics in the future.,5,4,5,4,5,4,3,3,6,5,5,5,4,3,3,5,5,5,5,3,4,4,3,2,3,5,4,5,5,5,5,5,5,6,5,5,2,3,5,4,4,5,4,3,3,3,5,4,3,5,5,7,5,5,3,3,4,5,5,3,5,5,5,5,5,6,5,5,5,6,6,6,5,5,6,6,6,6,5,6,5,6,5,6,3,5,5,5,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,"It is required by my major.,If fulfills a general education requirement.",,Yes,High School non-AP,,,No,B,No,,,3.6,4,Political Science,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,701c5c6a62
Yes: I agree to participate AND am 18 years or older,Strongly Disagree,Agree,Strongly Disagree,Average,Average,Grater Than Average,Fairly Confident,Fairly Likely,"Employers would like it if I knew statistics, but it is not required.",Almost everyone in my desired career field uses statistics.,I want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,7,7,6,6,6,7,6,6,6,7,7,5,6,4,6,5,6,7,5,5,6,5,6,5,5,6,4,2,4,2,6,4,4,4,4,6,2,2,6,5,7,3,5,2,3,4,5,5,5,5,5,6,5,6,4,6,5,6,5,6,6,6,6,3,6,6,5,6,4,5,6,6,6,6,5,3,7,5,5,3,4,6,3,6,3,5,3,1,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,It is required by my major.,,Yes,High School AP Statistics,,,No,A,No,,,4.0999999999999996,5,Health Professions and Related Programs,,None - I do not have a second major.,,Political Science,,None - I do not have a minor.,,b53c3ca152
Yes: I agree to participate AND am 18 years or older,Disagree,Agree,Disagree,Average,Below Average,Large Amount,Fairly Confident,Fairly Likely,Employers expect that I know statistics.,Everyone in my desired career field uses statistics.,I might want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will often use statistics in the future.,7,7,3,6,7,5,7,1,6,7,6,6,6,1,3,6,5,6,6,5,5,6,1,3,7,6,6,6,6,5,5,5,6,5,6,6,6,2,7,4,4,7,6,4,7,7,7,7,5,5,5,5,5,6,2,2,2,2,2,3,4,6,2,7,5,7,7,7,7,7,7,2,7,3,3,5,7,5,6,6,6,5,7,6,2,3,2,1,Woman,,20,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Sophomore (Second Year),,"It is required by my major.,It is required by my minor.,If fulfills a general education requirement.",,No,,I have never taken a statistics course.,,No,B,Yes,3.5,4,,,Biology,,None - I do not have a second major.,,Other (Please Specify),Public Health,,,876e2220c3
Yes: I agree to participate AND am 18 years or older,Disagree,Agree,Strongly Disagree,Very Well,Above Average,Very Little,Some Confidence,Not At All Likely,Employers place no value on me knowing statistics.,Only some people in my desired career field use statistics.,I want to use statistics to help me make informed choices.,I am beginning to see why I should study statistics.,I will rarely use statistics in the future.,6,5,5,1,1,2,5,2,1,3,2,4,2,1,2,5,2,6,4,2,3,3,2,1,1,3,6,6,6,6,6,6,6,6,6,1,1,1,4,1,2,6,1,1,6,6,2,1,3,3,5,4,3,4,2,2,2,4,3,6,5,2,6,1,3,6,2,2,1,2,7,5,6,6,6,6,7,5,2,1,6,5,2,4,3,6,2,1,I prefer to self-identify:,nonbinary,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,If fulfills a general education requirement.,,No,,I have never taken a statistics course.,,No,A or B (not sure which one),No,,,,,Visual and Performing Arts,,None - I do not have a second major.,,"Area, Ethnic, Cultural, Gender, and Group Studies",,None - I do not have a minor.,,028b965a1d
Yes: I agree to participate AND am 18 years or older,Disagree,Strongly Agree,Somewhat Disagree,Very Well,Good,Grater Than Average,Fairly Confident,Likely,Employers expect that I know statistics.,Almost everyone in my desired career field uses statistics.,I already do use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,3,5,6,6,4,1,1,5,7,7,4,3,6,4,6,7,7,7,6,7,7,7,4,6,6,7,7,6,7,3,7,7,6,7,7,1,2,2,7,4,2,6,7,3,6,4,5,3,4,5,5,6,5,5,4,6,5,6,5,5,6,6,5,6,7,7,7,7,7,7,7,7,7,7,3,5,5,6,5,7,6,7,7,6,6,6,7,5,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,"It is required by my major.,If fulfills a general education requirement.",,No,,I have never taken a statistics course.,,No,A,No,,,4.62,5,Political Science,,,,,,,,7be0ec2819
Yes: I agree to participate AND am 18 years or older,Somewhat Agree,Strongly Agree,Somewhat Disagree,Very Well,Good,Great Deal,Very Confident,Very Likely,Employers require that I have excellent knowledge of statistics.,Everyone in my desired career field uses statistics.,I want to use statistics to help me make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will often use statistics in the future.,7,7,6,7,7,6,6,6,7,7,7,7,6,3,6,6,6,6,7,6,6,6,4,4,5,6,6,5,5,5,5,6,5,5,6,4,5,2,5,5,3,6,4,5,5,2,6,6,5,4,5,5,4,4,3,7,6,5,6,6,6,7,7,5,5,7,6,6,6,6,7,4,5,5,5,6,3,5,6,5,7,5,5,7,1,3,5,2,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,It is required by my major.,,No,,I have never taken a statistics course.,,No,A,No,,,4,4,Psychology,,,,"Foreign Languages, Literatures, and Linguistics",,,,9eceb0674c
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Somewhat Agree,Disagree,Well,Average,Average,Very Little Confidence,Unlikely,"Employers would like it if I knew statistics, but it is not required.",Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will occasionally use statistics in the future.,7,7,6,5,5,7,7,1,7,6,6,7,1,7,4,2,1,3,1,4,3,3,3,5,1,3,7,7,7,7,2,6,7,7,7,2,5,1,6,3,2,4,2,3,7,6,6,4,1,1,2,1,1,3,1,2,4,2,1,1,3,4,1,4,2,4,3,4,2,4,6,3,2,5,3,5,7,5,5,6,5,5,7,6,3,6,7,5,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,If fulfills a general education requirement.,,No,,I have never taken a statistics course.,,No,B,No,,,3.8,4,"Communication, Journalism, and Related Programs",,,,,,,,1f7fb24d9d
Yes: I agree to participate AND am 18 years or older,Disagree,Strongly Agree,Strongly Disagree,Very Well,Very Good,Grater Than Average,Confident,Average,Employers expect that I know statistics.,Almost everyone in my desired career field uses statistics.,I already do use statistics to make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will often use statistics in the future.,7,7,7,7,7,7,7,6,7,7,7,2,7,6,4,7,6,4,6,6,6,7,6,6,6,6,6,4,4,2,2,6,2,4,4,6,4,3,6,7,5,7,6,6,5,4,7,7,6,1,7,7,6,7,4,5,6,7,6,4,6,6,6,6,7,7,7,7,6,7,7,7,7,7,6,6,7,5,6,7,7,7,7,7,6,7,7,1,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,If fulfills a general education requirement.,,Yes,High School AP Statistics,,,No,A,No,,,4.3,4,"Communication, Journalism, and Related Programs",,Visual and Performing Arts,,None - I do not have a minor.,,None - I do not have a minor.,,65da7fe0e6
Yes: I agree to participate AND am 18 years or older,Disagree,Agree,Disagree,Below Average,Below Average,Great Deal,Some Confidence,Likely,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,7,7,7,6,7,6,7,2,7,6,7,6,6,4,4,6,6,6,7,6,6,6,4,6,6,6,5,5,5,6,4,6,5,5,5,2,2,2,5,4,4,4,5,5,5,4,7,7,5,4,5,6,5,5,3,6,5,6,4,6,7,7,5,6,5,7,6,7,6,6,6,5,5,5,3,4,6,5,3,3,4,3,2,3,1,3,3,1,Woman,,21,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Senior (Fourth Year),,It is an elective for my major.,,Yes,1 other college-level statistics course.,,,No,C,Yes,3.7,4,,,Other (Please Specify),International Relations,,,,,,,f3393c27f7
Yes: I agree to participate AND am 18 years or older,Disagree,Strongly Agree,Strongly Disagree,Very Well,Average,Less Than Average,Confident,Unlikely,Employers care a little bit if I know statistics.,Only some people in my desired career field use statistics.,I want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will rarely use statistics in the future.,5,1,1,4,4,1,1,7,4,4,2,4,2,4,5,4,4,5,4,6,3,4,4,3,2,6,1,2,1,1,5,2,2,3,1,1,1,1,7,4,1,2,2,1,1,1,1,1,4,6,7,5,4,4,7,1,2,2,2,3,1,4,2,1,2,6,4,2,1,2,5,5,5,5,7,5,4,4,4,2,5,4,5,6,3,7,6,2,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,If fulfills a general education requirement.,,Yes,High School AP Statistics,,,No,A or B (not sure which one),No,,,4.16,5,Political Science,,Economics,,"Communication, Journalism, and Related Programs",,None - I do not have a minor.,,fb03a71481
Yes: I agree to participate AND am 18 years or older,Somewhat Agree,Strongly Agree,Disagree,Well,Average,Less Than Average,Some Confidence,Not At All Likely,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I do not see how using statistics will help me make informed choices.,I sometimes see why studying statistics can be useful.,I will occasionally use statistics in the future.,3,7,6,5,6,3,5,2,7,5,6,5,3,3,3,5,3,5,4,3,3,4,2,2,3,5,5,3,5,5,6,5,5,6,5,4,1,1,3,6,5,3,4,5,4,3,5,6,5,5,6,6,4,5,2,2,2,1,2,6,3,5,4,5,5,5,4,4,7,5,6,2,5,6,4,6,7,5,5,6,5,6,5,7,3,5,5,5,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,It is required by my major.,,No,,I have never taken a statistics course.,,No,C,No,,,3.98,4,Political Science,,Sociology,,None - I do not have a minor.,,None - I do not have a minor.,,478260f250
Yes: I agree to participate AND am 18 years or older,Somewhat Agree,Strongly Agree,Somewhat Disagree,Well,Good,Very Little,Fairly Confident,Unlikely,"Employers would like it if I knew statistics, but it is not required.",Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will occasionally use statistics in the future.,5,5,5,3,5,2,5,6,5,5,4,2,3,3,5,2,3,1,2,3,3,4,7,2,3,2,6,3,3,2,3,6,3,3,3,4,1,1,3,5,3,4,2,3,3,3,2,3,5,5,6,6,5,5,5,2,1,2,2,3,2,3,3,2,5,4,4,3,4,5,3,5,5,5,7,7,5,5,5,5,7,7,5,6,6,7,6,2,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,"It is required by my major.,If fulfills a general education requirement.",,No,,I have never taken a statistics course.,,No,A or B (not sure which one),No,,,94,100,Other (Please Specify),"Communications, Legal Institutions, Economics, and Government",None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,b6e71edc41
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Neither Agree Nor Disagree,Disagree,Well,Good,Grater Than Average,Fairly Confident,Average,Employers expect that I know statistics.,Most people in my desired career field use statistics.,I already do use statistics to make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will occasionally use statistics in the future.,6,4,5,6,5,4,2,5,5,5,5,4,5,4,4,5,4,6,5,4,5,5,5,5,5,4,6,3,2,2,4,5,2,3,2,3,4,4,6,5,3,5,2,5,2,4,2,5,5,5,6,6,5,5,4,5,5,5,5,6,5,6,5,5,5,6,5,5,6,6,5,5,6,6,6,5,6,6,5,5,5,6,6,5,4,5,5,4,Man,,21,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Junior (Third Year),,It is required by my major.,,No,,I have never taken a statistics course.,,No,A or B (not sure which one),Yes,3.5579999999999998,4,,,Mathematics,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,c4a9ddef07
Yes: I agree to participate AND am 18 years or older,Disagree,Somewhat Agree,Strongly Disagree,Well,Above Average,Great Deal,Fairly Confident,Fairly Likely,Employers expect that I know statistics.,Everyone in my desired career field uses statistics.,I already do use statistics to make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will use statistics almost daily in my future.,5,5,6,7,7,1,5,4,7,7,5,3,7,5,5,7,5,7,6,5,7,7,4,4,7,6,5,4,4,3,6,5,3,4,4,3,4,4,7,6,5,7,5,5,3,2,6,6,5,7,7,5,6,7,5,6,6,6,5,6,7,6,6,7,6,7,7,6,7,7,7,6,7,7,5,6,7,5,5,5,4,6,5,5,5,6,4,6,Man,,21,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.,Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,English,,Junior (Third Year),,It is required by my major.,,Yes,"High School AP Statistics,1 other college-level statistics course.",,,No,B,Yes,3.71,4,,,Economics,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,8e1b66535a
Yes: I agree to participate AND am 18 years or older,Disagree,Strongly Agree,Disagree,Well,Very Good,Average,Very Confident,Likely,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I already do use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,5,5,6,6,6,3,3,6,7,5,5,4,4,4,6,5,6,7,5,5,5,6,4,5,6,6,5,2,2,2,6,5,2,3,5,4,1,1,7,5,5,5,5,5,2,1,3,3,6,6,6,6,5,6,6,6,7,5,4,6,6,6,6,5,6,7,6,6,6,6,6,7,7,6,7,6,7,6,5,7,7,6,6,6,3,6,6,5,Woman,,21,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Junior (Third Year),,It is required by my major.,,Yes,High School AP Statistics,,,No,A or B (not sure which one),Yes,3.5,4,,,Mathematics,,None - I do not have a second major.,,Economics,,None - I do not have a minor.,,f370b959bf
Yes: I agree to participate AND am 18 years or older,Somewhat Agree,Agree,Somewhat Agree,Very Well,Very Good,Great Deal,Very Confident,Likely,"Employers would like it if I knew statistics, but it is not required.",Almost everyone in my desired career field uses statistics.,I plan to use statistics to make informed choices.,I sometimes see why studying statistics can be useful.,I will often use statistics in the future.,7,6,7,5,7,7,7,2,7,7,7,6,5,1,2,6,2,3,4,3,6,5,4,2,5,3,5,5,5,4,7,6,3,6,7,6,3,4,6,6,3,6,7,5,1,2,6,5,3,5,5,3,2,7,2,2,2,2,3,4,2,5,5,7,3,6,2,7,6,6,7,4,3,4,6,6,6,6,2,4,7,7,5,5,3,7,6,2,Man,,19,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Sophomore (Second Year),,"It is required by my major.,It is required by my minor.",,No,,I have never taken a statistics course.,,No,A or B (not sure which one),Yes,4,4,,,Mathematics,,None - I do not have a second major.,,Statistics,,None - I do not have a minor.,,172b80129f
